"run","discount","nblock","type","row","names","par","true_par","convergence"
31,8,1,1,1,"size",0.00148746609757814,0.333666666666667,0
31,8,1,1,1,"shape",0.543372018751495,0.333,0
31,8,1,1,1,"color",0.455140515150926,0.333333333333333,0
31,8,1,1,1,"lambda",3.83949763139888,1,0
31,8,1,1,1,"r",1.98028676751862,1,0
31,8,1,1,1,"q",1.0000090407702,1,0
31,8,1,1,1,"b0",0.838956916011743,0.5,0
31,8,1,1,1,"b1",0.161043083988257,0.5,0
31,8,1,1,1,"tau",0.00100000299162901,0.1,0
32,8,1,1,1,"size",0.134938892975864,0.333666666666667,0
32,8,1,1,1,"shape",0.153824275566236,0.333,0
32,8,1,1,1,"color",0.7112368314579,0.333333333333333,0
32,8,1,1,1,"lambda",1.35455688140129,1,0
32,8,1,1,1,"r",1.40398045716718,1,0
32,8,1,1,1,"q",1.5928145287979,1,0
32,8,1,1,1,"b0",0.636037406810904,0.5,0
32,8,1,1,1,"b1",0.363962593189396,0.5,0
32,8,1,1,1,"tau",0.00197638849242788,0.1,0
33,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
33,8,1,1,1,"shape",0.333891449031782,0.333,0
33,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
33,8,1,1,1,"lambda",0.526147663913843,1,0
33,8,1,1,1,"r",1.49671199233952,1,0
33,8,1,1,1,"q",1.50328363114873,1,0
33,8,1,1,1,"b0",0.848418559312301,0.5,0
33,8,1,1,1,"b1",0.151581440687699,0.5,0
33,8,1,1,1,"tau",0.0378295338776031,0.1,0
34,8,1,1,1,"size",0.827651763346555,0.333666666666667,0
34,8,1,1,1,"shape",0.00127100449789572,0.333,0
34,8,1,1,1,"color",0.171077232155549,0.333333333333333,0
34,8,1,1,1,"lambda",0.754517842576637,1,0
34,8,1,1,1,"r",1.83469129554578,1,0
34,8,1,1,1,"q",1.13362083017098,1,0
34,8,1,1,1,"b0",0.470387113775147,0.5,0
34,8,1,1,1,"b1",0.529612886224799,0.5,0
34,8,1,1,1,"tau",0.00100124526449965,0.1,0
35,8,1,1,1,"size",0.00202088937407147,0.333666666666667,0
35,8,1,1,1,"shape",0.980714949151132,0.333,0
35,8,1,1,1,"color",0.0172641614747965,0.333333333333333,0
35,8,1,1,1,"lambda",9.99999999392059,1,0
35,8,1,1,1,"r",1.99999984329155,1,0
35,8,1,1,1,"q",1.4820887137916,1,0
35,8,1,1,1,"b0",0.430685119140716,0.5,0
35,8,1,1,1,"b1",0.569314880859284,0.5,0
35,8,1,1,1,"tau",0.00694088206885193,0.1,0
36,8,1,1,1,"size",0.134938892975864,0.333666666666667,0
36,8,1,1,1,"shape",0.153824275566236,0.333,0
36,8,1,1,1,"color",0.7112368314579,0.333333333333333,0
36,8,1,1,1,"lambda",1.35455688140129,1,0
36,8,1,1,1,"r",1.40398045716718,1,0
36,8,1,1,1,"q",1.5928145287979,1,0
36,8,1,1,1,"b0",0.636037406810904,0.5,0
36,8,1,1,1,"b1",0.363962593189396,0.5,0
36,8,1,1,1,"tau",0.00197638849242788,0.1,0
37,8,1,1,1,"size",0.00104415237760483,0.333666666666667,0
37,8,1,1,1,"shape",0.735192602400139,0.333,0
37,8,1,1,1,"color",0.263763245222256,0.333333333333333,0
37,8,1,1,1,"lambda",7.83216301057765,1,0
37,8,1,1,1,"r",1.39192059284673,1,0
37,8,1,1,1,"q",1.39575348011313,1,0
37,8,1,1,1,"b0",0.113197334470509,0.5,0
37,8,1,1,1,"b1",0.886802665529491,0.5,0
37,8,1,1,1,"tau",0.00100942965658698,0.1,0
38,8,1,1,1,"size",0.00148746609757814,0.333666666666667,0
38,8,1,1,1,"shape",0.543372018751495,0.333,0
38,8,1,1,1,"color",0.455140515150926,0.333333333333333,0
38,8,1,1,1,"lambda",3.83949763139888,1,0
38,8,1,1,1,"r",1.98028676751862,1,0
38,8,1,1,1,"q",1.0000090407702,1,0
38,8,1,1,1,"b0",0.838956916011743,0.5,0
38,8,1,1,1,"b1",0.161043083988257,0.5,0
38,8,1,1,1,"tau",0.00100000299162901,0.1,0
39,8,1,1,1,"size",0.81804647040052,0.333666666666667,0
39,8,1,1,1,"shape",0.0068757246027292,0.333,0
39,8,1,1,1,"color",0.17507780499675,0.333333333333333,0
39,8,1,1,1,"lambda",0.00794788810778559,1,0
39,8,1,1,1,"r",1.99998080837782,1,0
39,8,1,1,1,"q",1.00000960022474,1,0
39,8,1,1,1,"b0",0.499956455918953,0.5,0
39,8,1,1,1,"b1",0.500043544081047,0.5,0
39,8,1,1,1,"tau",0.00100000000000006,0.1,0
40,8,1,1,1,"size",0.247950901012301,0.333666666666667,0
40,8,1,1,1,"shape",0.359074442559762,0.333,0
40,8,1,1,1,"color",0.392974656427937,0.333333333333333,0
40,8,1,1,1,"lambda",0.606007162626012,1,0
40,8,1,1,1,"r",1.99999273727031,1,0
40,8,1,1,1,"q",1.18726453633823,1,0
40,8,1,1,1,"b0",0.455308606584035,0.5,0
40,8,1,1,1,"b1",0.544691393415965,0.5,0
40,8,1,1,1,"tau",0.001,0.1,0
41,8,1,1,1,"size",0.84162472189916,0.333666666666667,0
41,8,1,1,1,"shape",0.00100000729290768,0.333,0
41,8,1,1,1,"color",0.157375270807921,0.333333333333333,0
41,8,1,1,1,"lambda",9.99999921650292,1,0
41,8,1,1,1,"r",1.06301672419024,1,0
41,8,1,1,1,"q",1.93884077148603,1,0
41,8,1,1,1,"b0",0.413975598935772,0.5,0
41,8,1,1,1,"b1",0.586024401064227,0.5,0
41,8,1,1,1,"tau",0.0753752459014178,0.1,0
42,8,1,1,1,"size",0.0748445382241445,0.333666666666667,0
42,8,1,1,1,"shape",0.208107905137789,0.333,0
42,8,1,1,1,"color",0.717047556638066,0.333333333333333,0
42,8,1,1,1,"lambda",1.44209914609995,1,0
42,8,1,1,1,"r",1.37833878077189,1,0
42,8,1,1,1,"q",1.61652146838709,1,0
42,8,1,1,1,"b0",0.59540041584511,0.5,0
42,8,1,1,1,"b1",0.40459958415531,0.5,0
42,8,1,1,1,"tau",0.00503276801469937,0.1,0
43,8,1,1,1,"size",0.0748445382241445,0.333666666666667,0
43,8,1,1,1,"shape",0.208107905137789,0.333,0
43,8,1,1,1,"color",0.717047556638066,0.333333333333333,0
43,8,1,1,1,"lambda",1.44209914609995,1,0
43,8,1,1,1,"r",1.37833878077189,1,0
43,8,1,1,1,"q",1.61652146838709,1,0
43,8,1,1,1,"b0",0.59540041584511,0.5,0
43,8,1,1,1,"b1",0.40459958415531,0.5,0
43,8,1,1,1,"tau",0.00503276801469937,0.1,0
44,8,1,1,1,"size",0.526844284539088,0.333666666666667,0
44,8,1,1,1,"shape",0.00539293026680188,0.333,0
44,8,1,1,1,"color",0.467762785196442,0.333333333333333,0
44,8,1,1,1,"lambda",0.655580342564874,1,0
44,8,1,1,1,"r",1.83389981438394,1,0
44,8,1,1,1,"q",1.15600809805406,1,0
44,8,1,1,1,"b0",0.438496995704227,0.5,0
44,8,1,1,1,"b1",0.561503004295821,0.5,0
44,8,1,1,1,"tau",0.00100150427705805,0.1,0
45,8,1,1,1,"size",0.134938892975864,0.333666666666667,0
45,8,1,1,1,"shape",0.153824275566236,0.333,0
45,8,1,1,1,"color",0.7112368314579,0.333333333333333,0
45,8,1,1,1,"lambda",1.35455688140129,1,0
45,8,1,1,1,"r",1.40398045716718,1,0
45,8,1,1,1,"q",1.5928145287979,1,0
45,8,1,1,1,"b0",0.636037406810904,0.5,0
45,8,1,1,1,"b1",0.363962593189396,0.5,0
45,8,1,1,1,"tau",0.00197638849242788,0.1,0
46,8,1,1,1,"size",0.134938892975864,0.333666666666667,0
46,8,1,1,1,"shape",0.153824275566236,0.333,0
46,8,1,1,1,"color",0.7112368314579,0.333333333333333,0
46,8,1,1,1,"lambda",1.35455688140129,1,0
46,8,1,1,1,"r",1.40398045716718,1,0
46,8,1,1,1,"q",1.5928145287979,1,0
46,8,1,1,1,"b0",0.636037406810904,0.5,0
46,8,1,1,1,"b1",0.363962593189396,0.5,0
46,8,1,1,1,"tau",0.00197638849242788,0.1,0
47,8,1,1,1,"size",0.134938892975864,0.333666666666667,0
47,8,1,1,1,"shape",0.153824275566236,0.333,0
47,8,1,1,1,"color",0.7112368314579,0.333333333333333,0
47,8,1,1,1,"lambda",1.35455688140129,1,0
47,8,1,1,1,"r",1.40398045716718,1,0
47,8,1,1,1,"q",1.5928145287979,1,0
47,8,1,1,1,"b0",0.636037406810904,0.5,0
47,8,1,1,1,"b1",0.363962593189396,0.5,0
47,8,1,1,1,"tau",0.00197638849242788,0.1,0
48,8,1,1,1,"size",0.827651763346555,0.333666666666667,0
48,8,1,1,1,"shape",0.00127100449789572,0.333,0
48,8,1,1,1,"color",0.171077232155549,0.333333333333333,0
48,8,1,1,1,"lambda",0.754517842576637,1,0
48,8,1,1,1,"r",1.83469129554578,1,0
48,8,1,1,1,"q",1.13362083017098,1,0
48,8,1,1,1,"b0",0.470387113775147,0.5,0
48,8,1,1,1,"b1",0.529612886224799,0.5,0
48,8,1,1,1,"tau",0.00100124526449965,0.1,0
49,8,1,1,1,"size",0.247950901012301,0.333666666666667,0
49,8,1,1,1,"shape",0.359074442559762,0.333,0
49,8,1,1,1,"color",0.392974656427937,0.333333333333333,0
49,8,1,1,1,"lambda",0.606007162626012,1,0
49,8,1,1,1,"r",1.99999273727031,1,0
49,8,1,1,1,"q",1.18726453633823,1,0
49,8,1,1,1,"b0",0.455308606584035,0.5,0
49,8,1,1,1,"b1",0.544691393415965,0.5,0
49,8,1,1,1,"tau",0.001,0.1,0
50,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
50,8,1,1,1,"shape",0.333891449031782,0.333,0
50,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
50,8,1,1,1,"lambda",0.526147663913843,1,0
50,8,1,1,1,"r",1.49671199233952,1,0
50,8,1,1,1,"q",1.50328363114873,1,0
50,8,1,1,1,"b0",0.848418559312301,0.5,0
50,8,1,1,1,"b1",0.151581440687699,0.5,0
50,8,1,1,1,"tau",0.0378295338776031,0.1,0
1,8,1,1,2,"size",0.589440047889239,0.333666666666667,0
1,8,1,1,2,"shape",0.161565684885454,0.333,0
1,8,1,1,2,"color",0.248994267224682,0.333333333333333,0
1,8,1,1,2,"lambda",0.90044778632277,1,0
1,8,1,1,2,"r",1.1383490845614,1,0
1,8,1,1,2,"q",1.81365592289058,1,0
1,8,1,1,2,"b0",0.446982910090784,0.5,0
1,8,1,1,2,"b1",0.553017089909089,0.5,0
1,8,1,1,2,"tau",0.00100012575286151,0.3,0
2,8,1,1,2,"size",0.750572538705258,0.333666666666667,0
2,8,1,1,2,"shape",0.0320311543542907,0.333,0
2,8,1,1,2,"color",0.217396306940451,0.333333333333333,0
2,8,1,1,2,"lambda",1.20712355260405,1,0
2,8,1,1,2,"r",1.10225817720349,1,0
2,8,1,1,2,"q",1.87512001367949,1,0
2,8,1,1,2,"b0",0.411413994549998,0.5,0
2,8,1,1,2,"b1",0.588586005450002,0.5,0
2,8,1,1,2,"tau",0.00134286463816235,0.3,0
3,8,1,1,2,"size",0.853493572130004,0.333666666666667,0
3,8,1,1,2,"shape",0.00803709121134094,0.333,0
3,8,1,1,2,"color",0.138469336658058,0.333333333333333,0
3,8,1,1,2,"lambda",2.75037118269457,1,0
3,8,1,1,2,"r",1.92916948657883,1,0
3,8,1,1,2,"q",1.04922515965814,1,0
3,8,1,1,2,"b0",0.397167494521803,0.5,0
3,8,1,1,2,"b1",0.602832505478197,0.5,0
3,8,1,1,2,"tau",0.00520080635433487,0.3,0
4,8,1,1,2,"size",0.403624102410333,0.333666666666667,0
4,8,1,1,2,"shape",0.335901272981676,0.333,0
4,8,1,1,2,"color",0.260474624607992,0.333333333333333,0
4,8,1,1,2,"lambda",0.442858587463617,1,0
4,8,1,1,2,"r",1.48946806573802,1,0
4,8,1,1,2,"q",1.51039333804017,1,0
4,8,1,1,2,"b0",0.999999999217755,0.5,0
4,8,1,1,2,"b1",7.82245113941217e-10,0.5,0
4,8,1,1,2,"tau",3.67695498668224,0.3,0
5,8,1,1,2,"size",0.0532220418026742,0.333666666666667,0
5,8,1,1,2,"shape",0.667624172765739,0.333,0
5,8,1,1,2,"color",0.279153785430821,0.333333333333333,0
5,8,1,1,2,"lambda",2.42917221378828,1,0
5,8,1,1,2,"r",1.79609952511097,1,0
5,8,1,1,2,"q",1.16988400187982,1,0
5,8,1,1,2,"b0",0.355542434211245,0.5,0
5,8,1,1,2,"b1",0.644457565788755,0.5,0
5,8,1,1,2,"tau",0.00307582238796291,0.3,0
6,8,1,1,2,"size",0.608543979824356,0.333666666666667,0
